,case_id,IPclass,stat_flags_mean,stat_msg_size_mean,stat_flowDuration_tot,trace_is_fit_TR,trace_fitness_TR,missing_tokens_TR,consumed_tokens_TR,remaining_tokens_TR,produced_tokens_TR,cost_AL,visited_states_AL,queued_states_AL,traversed_arcs_AL,lp_solved_AL,fitness_AL,label
2237,217.107.146.21_52850_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2238,217.107.146.21_52851_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2239,217.107.146.21_52852_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2240,217.107.146.21_52853_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2241,217.107.146.21_52854_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2242,217.107.146.21_52855_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2243,217.107.146.21_52856_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2244,217.107.146.21_52857_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2245,217.107.146.21_52858_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2246,217.107.146.21_52859_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2247,217.107.146.21_52860_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2248,217.107.146.21_52861_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2249,217.107.146.21_52862_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2250,217.107.146.21_52863_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2251,217.107.146.21_52864_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2252,217.107.146.21_52865_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2253,217.107.146.21_52866_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2254,217.107.146.21_52867_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2255,217.107.146.21_52868_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2256,217.107.146.21_52869_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2257,217.107.146.21_52870_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2258,217.107.146.21_52871_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2259,217.107.146.21_52872_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2260,217.107.146.21_52873_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2261,217.107.146.21_52874_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2262,217.107.146.21_52875_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2263,217.107.146.21_52876_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2264,217.107.146.21_52877_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2265,217.107.146.21_52878_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2266,217.107.146.21_52879_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2267,217.107.146.21_52880_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2268,217.107.146.21_52881_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2269,217.107.146.21_52882_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2270,217.107.146.21_52883_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2271,217.107.146.21_52884_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2272,217.107.146.21_52885_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2273,217.107.146.21_52886_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2274,217.107.146.21_52887_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2275,217.107.146.21_52888_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2276,217.107.146.21_52889_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2277,217.107.146.21_52890_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2278,217.107.146.21_52891_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2279,217.107.146.21_52892_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2280,217.107.146.21_52893_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2281,217.107.146.21_52894_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2282,217.107.146.21_52895_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2283,217.107.146.21_52896_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2284,217.107.146.21_52897_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2285,217.107.146.21_52898_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2286,217.107.146.21_52899_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2287,217.107.146.21_52900_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2288,217.107.146.21_52901_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2289,217.107.146.21_52902_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2290,217.107.146.21_52903_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2291,217.107.146.21_52904_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2292,217.107.146.21_52905_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2293,217.107.146.21_52906_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2294,217.107.146.21_52907_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2295,217.107.146.21_52908_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2296,217.107.146.21_52909_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2297,217.107.146.21_52910_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2298,217.107.146.21_52911_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2299,217.107.146.21_52912_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2300,217.107.146.21_52913_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2301,217.107.146.21_52914_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2302,217.107.146.21_52915_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2303,217.107.146.21_52916_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2304,217.107.146.21_52917_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2305,217.107.146.21_52918_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2306,217.107.146.21_52919_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2307,217.107.146.21_52920_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2308,217.107.146.21_52921_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2309,217.107.146.21_52922_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2310,217.107.146.21_52923_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2311,217.107.146.21_52924_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2312,217.107.146.21_52925_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2313,217.107.146.21_52926_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2314,217.107.146.21_52927_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2315,217.107.146.21_52928_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2316,217.107.146.21_52929_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2317,217.107.146.21_52930_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2318,217.107.146.21_52931_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2319,217.107.146.21_52932_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2320,217.107.146.21_52933_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2321,217.107.146.21_52934_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2322,217.107.146.21_52935_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2323,217.107.146.21_52936_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2324,217.107.146.21_52937_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2325,217.107.146.21_52938_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2326,217.107.146.21_52939_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2327,217.107.146.21_52940_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2328,217.107.146.21_52941_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2329,217.107.146.21_52942_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2330,217.107.146.21_52943_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2331,217.107.146.21_52944_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2332,217.107.146.21_52945_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2333,217.107.146.21_52946_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2334,217.107.146.21_52947_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2335,217.107.146.21_52948_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2336,217.107.146.21_52949_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2337,217.107.146.21_52950_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2338,217.107.146.21_52951_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2339,217.107.146.21_52952_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2340,217.107.146.21_52953_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2341,217.107.146.21_52954_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2342,217.107.146.21_52955_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2343,217.107.146.21_52956_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2344,217.107.146.21_52957_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2345,217.107.146.21_52958_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2346,217.107.146.21_52959_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2347,217.107.146.21_52960_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2348,217.107.146.21_52961_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2349,217.107.146.21_52962_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2350,217.107.146.21_52963_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2351,217.107.146.21_52964_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2352,217.107.146.21_52965_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2353,217.107.146.21_52966_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2354,217.107.146.21_52967_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2355,217.107.146.21_52968_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2356,217.107.146.21_52969_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2357,217.107.146.21_52970_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2358,217.107.146.21_52971_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2359,217.107.146.21_52972_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2360,217.107.146.21_52973_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2361,217.107.146.21_52974_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2362,217.107.146.21_52975_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2363,217.107.146.21_52976_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2364,217.107.146.21_52977_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2365,217.107.146.21_52978_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2366,217.107.146.21_52979_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2367,217.107.146.21_52980_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2368,217.107.146.21_52981_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2369,217.107.146.21_52982_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2370,217.107.146.21_52983_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2371,217.107.146.21_52984_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2372,217.107.146.21_52985_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2373,217.107.146.21_52986_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2374,217.107.146.21_52987_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2375,217.107.146.21_52988_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2376,217.107.146.21_52989_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2377,217.107.146.21_52990_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2378,217.107.146.21_52991_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2379,217.107.146.21_52992_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2380,217.107.146.21_52993_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2381,217.107.146.21_52994_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2382,217.107.146.21_52995_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2383,217.107.146.21_52996_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2384,217.107.146.21_52997_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2385,217.107.146.21_52998_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2386,217.107.146.21_52999_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2387,217.107.146.21_53000_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2388,217.107.146.21_53001_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2389,217.107.146.21_53002_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2390,217.107.146.21_53003_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2391,217.107.146.21_53004_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2392,217.107.146.21_53005_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2393,217.107.146.21_53006_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2394,217.107.146.21_53007_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2395,217.107.146.21_53008_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2396,217.107.146.21_53009_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2397,217.107.146.21_53010_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2398,217.107.146.21_53011_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2399,217.107.146.21_53012_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2400,217.107.146.21_53013_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2401,217.107.146.21_53014_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2402,217.107.146.21_53015_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2403,217.107.146.21_53016_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2404,217.107.146.21_53017_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2405,217.107.146.21_53018_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2406,217.107.146.21_53019_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2407,217.107.146.21_53020_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2408,217.107.146.21_53021_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2409,217.107.146.21_53022_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2410,217.107.146.21_53023_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2411,217.107.146.21_53024_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2412,217.107.146.21_53025_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2413,217.107.146.21_53026_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2414,217.107.146.21_53027_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2415,217.107.146.21_53028_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2416,217.107.146.21_53029_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2417,217.107.146.21_53030_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2418,217.107.146.21_53031_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2419,217.107.146.21_53032_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2420,217.107.146.21_53033_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2421,217.107.146.21_53034_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2422,217.107.146.21_53035_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2423,217.107.146.21_53036_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2424,217.107.146.21_53037_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2425,217.107.146.21_53038_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2426,217.107.146.21_53039_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2427,217.107.146.21_53040_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2428,217.107.146.21_53041_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2429,217.107.146.21_53042_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2430,217.107.146.21_53043_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2431,217.107.146.21_53044_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2432,217.107.146.21_53045_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
2433,217.107.146.21_53046_192.168.1.17_4840,C,0.0,32.0,0.0,0,0.0,1,1,1,1,60003,9,10,13,1,0.0,3
